,is_evergreen,en_Answer,English,French,German,Hebrew,Arabic,Chinese,Russian
1023,1,"Bronze is an alloy of copper, usually with tin as the main component, but bronzes also include copper alloys with aluminum, silicon, beryllium, and lead. Therefore, copper is necessarily present in bronze.",Which metal is necessarily present in any bronze?,Quel métal est nécessairement présent dans tout bronze ?,Welches Metall ist in jeder Bronze unbedingt enthalten?,איזה מתכת נמצאת בהכרח בכל ברונזה?,أي معدن يوجد بالضرورة في أي نوع من البرونز؟,哪种金属在任何青铜中都是必不可少的？,Какой металл обязательно присутствует в любой бронзе?
1024,1,"The walls of the Sistine Chapel were painted by the most renowned painters of the late 15th century, including Botticelli, Michelangelo, Ghirlandaio, Perugino, and Pinturicchio.",Which of the great Renaissance artists painted the Sistine Chapel in the Vatican?,Lequel des grands artistes de la Renaissance a peint la chapelle Sixtine au Vatican ?,Welcher der großen Renaissancekünstler hat die Sixtinische Kapelle im Vatikan gemalt?,איזה מהאמנים הגדולים של הרנסאנס צייר את הקפלה הסיסטינית בוותיקן?,أي من كبار فناني عصر النهضة رسم سقف كنيسة سيستين في الفاتيكان؟,哪位文艺复兴时期的大艺术家在梵蒂冈绘制了西斯廷教堂？,Кто из великих художников Возрождения расписывал Сикстинскую капеллу Ватикана?
1025,1,"Vologda is the administrative, cultural, transportation, and scientific center of Vologda Oblast.",What is the capital of Vologda Oblast?,Quelle est la capitale de l'oblast de Vologda ?,Was ist die Hauptstadt der Oblast Wologda?,מהי בירת מחוז וולוגדה?,ما هي عاصمة مقاطعة فولغدا؟,沃洛格达州的首府是什么？,Какая столица Вологодской области?
1026,1,"The Golden Ball in 2004 was awarded to Ukrainian striker of ""Milan"" Andriy Shevchenko.",Which football player won the Ballon d'Or in 2004?,Quel joueur de football a remporté le Ballon d'Or en 2004 ?,Welcher Fußballspieler gewann den Ballon d'Or im Jahr 2004?,איזה שחקן כדורגל זכה בכדור הזהב בשנת 2004?,أي لاعب كرة قدم فاز بجائزة الكرة الذهبية في عام 2004؟,哪位足球运动员在2004年获得了金球奖？,"Какой футболист в 2004 году получил ""Золотой мяч""?"
1027,1,Ivan Alekseyevich Bunin - Nobel laureate in Literature for 1933.,Which award did Bunin receive?,Quel prix Bunin a-t-il reçu ?,Welchen Preis hat Bunin erhalten?,איזה פרס קיבל בונין?,أي جائزة حصل عليها بونين؟,布宁获得了哪项奖项？,Какую премию получил Бунин?
1028,1,"""The Star Rover"" (also published as ""The Jacket"" or ""The Jacket of Circumstance"" in some countries, and as ""The Star Rover: A Tale of the Other World"" in others, and as ""The Jacket of Circumstance"" in others again), (also translated as ""The Interstellar Vagabond"", ""The Star Vagabond"") is a novel by American writer Jack London.",Who wrote the book 'The Star Rover'?,Qui a écrit le livre 'The Star Rover' ?,Wer hat das Buch 'The Star Rover' geschrieben?,מי כתב את הספר 'The Star Rover'?,من كتب كتاب 'The Star Rover'؟,谁写了《The Star Rover》这本书？,Кто написал книгу «Межзвёздный скиталец»?
1029,1,"""The Cruise of the Snark"" is an autobiographical novel by Jack London.",Who wrote the novella 'The Cruise of the Snark' after a cruise in the Pacific Ocean?,Qui a écrit la nouvelle 'The Cruise of the Snark' après une croisière dans l'océan Pacifique ?,Wer schrieb die Novelle 'The Cruise of the Snark' nach einer Kreuzfahrt im Pazifischen Ozean?,מי כתב את הנובלה 'The Cruise of the Snark' לאחר שייט באוקיינוס השקט?,من كتب الرواية القصيرة 'The Cruise of the Snark' بعد رحلة بحرية في المحيط الهادئ؟,谁在太平洋巡航后写了中篇小说《The Cruise of the Snark》？,"Кто после круиза по Тихому океану написал повесть «Путешествие на ""Снарке""»?"
1030,1,"""John Barleycorn"" is an autobiographical novel by Jack London.",Who wrote the novella 'John Barleycorn'?,Qui a écrit la novella 'John Barleycorn' ?,Wer hat die Novelle 'John Barleycorn' geschrieben?,מי כתב את הנובלה 'John Barleycorn'?,من كتب الرواية القصيرة 'John Barleycorn'؟,谁写了中篇小说《John Barleycorn》？,Кто написал повесть «Джон Ячменное Зерно»?
1031,1,"On November 22, 2013, by drawing the 10th game of the match for the World Chess Championship, Magnus Carlsen became the 16th World Champion.",Who became the 16th World Chess Champion in 2013?,Qui est devenu le 16e champion du monde d'échecs en 2013 ?,Wer wurde 2013 der 16. Schachweltmeister?,מי הפך לאלוף העולם ה-16 בשחמט בשנת 2013?,من أصبح بطل العالم السادس عشر في الشطرنج عام 2013؟,谁在2013年成为第16位国际象棋世界冠军？,Кто стал 16 чемпионом мира по шахматам в 2013 году?
1032,1,"The Communist Party of Peru — ""Shining Path"" or ""Sendero Luminoso"" — is a Peruvian Maoist organization founded in 1970 by Abimael Guzmán that launched an armed struggle on May 17, 1980.",In which country did the leftist terrorist organization 'Shining Path' (,Dans quel pays l'organisation terroriste d'extrême gauche 'Sentier lumineux' a-t-elle opéré ?,In welchem Land war die linksextremistische Terrororganisation 'Leuchtender Pfad' aktiv?,באיזו מדינה פעלה ארגון הטרור השמאלני 'הנתיב הזוהר'?,في أي دولة نشطت المنظمة الإرهابية اليسارية 'الدرب المضيء'؟,左翼恐怖组织“光辉道路”活跃于哪个国家？,"В какой стране многие годы бесчинствовала левацкая террористическая организация ""Сендеро Луминосо""?"
1033,1,"Symphony No. 7 ""Leningrad"" is a symphony by Dmitri Shostakovich.",Who composed the Leningrad Symphony?,Qui a composé la Symphonie de Leningrad ?,Wer hat die Leningrader Symphonie komponiert?,מי הלחין את הסימפוניה של לנינגרד?,من ألّف سيمفونية لينينغراد؟,谁创作了列宁格勒交响曲？,Кто сочинил симфонию Ленинградскую?
1034,1,"The episodes of the film ""Brother"" featured Sergei Chigrakov, Nastya Poleva, Vadim Kurylov, musicians from the groups ""Aquarium"", ""2va Samolyota"", ""Kolibri"", ""Prepinaki"", ""DDT"" and ""Nautilus Pompilius"".",Which band took part in the filming of Aleksei Balabanov's movie 'Brat'?,Quel groupe a participé au tournage du film 'Brat' d'Aleksei Balabanov ?,Welche Band nahm an den Dreharbeiten zu Aleksei Balabanovs Film 'Brat' teil?,איזו להקה השתתפה בצילומי הסרט 'אח' של אלכסיי באלאבאנוב?,أي فرقة شاركت في تصوير فيلم 'الأخ' لأليكسي بالابانوف؟,哪支乐队参与了阿列克谢·巴拉巴诺夫的电影《兄弟》的拍摄？,Какая группа принимала участие в съёмках фильма Алексея Балабанова «Брат»?
1035,1,"The film ""Brother"" mostly featured music by the band ""Nautilus Pompilius"": the songs ""During the Rain"", ""Wings"", ""Tender Vampire"", ""Air"" and others.",Which bands performed songs for the movie Brother?,Quels groupes ont interprété des chansons pour le film Brother ?,Welche Bands haben Lieder für den Film Brother gespielt?,אילו להקות ביצעו שירים עבור הסרט Brother?,ما هي الفرق التي أدت أغاني لفيلم Brother؟,哪些乐队为电影《Brother》演唱了歌曲？,Какие группы исполняли песни к фильму Брат?
1036,1,"Crocodile Gena worked as a crocodile at the zoo. Upon arriving at his post, he would undress, hang his suit, hat, and cane on a nail, and lie down in the sun by the pool. On his enclosure, a sign read: ""African Crocodile Gena. Age - fifty years old. Feeding and petting allowed"".",What was Crocodile Gena's job at the zoo?,Quel était le métier de Crocodile Gena au zoo ?,Was war Krokodil Genas Beruf im Zoo?,מה הייתה עבודתו של התנין גנה בגן החיות?,ما كانت وظيفة التمساح جينا في حديقة الحيوان؟,鳄鱼吉娜在动物园的工作是什么？,Кем работал в зоопарке Крокодил Гена?
1037,0,CSKA is playing in the Europa League.,Which league does CSKA play in?,Dans quelle ligue le CSKA joue-t-il ?,In welcher Liga spielt CSKA?,"באיזו ליגה צסק""א משחקת?",في أي دوري يلعب سسكا؟,莫斯科中央陆军参加哪个联赛？,В какой лиге играет ЦСКА?
1038,1,"Michael Jordan is a popular American basketball player, a member of the NBA, the best defender of the ""Chicago Bulls"" team from the city of Chicago.",Which American city made a star out of basketball player Michael Jordan?,Quelle ville américaine a fait de Michael Jordan une star du basketball ?,Welche amerikanische Stadt machte den Basketballspieler Michael Jordan zum Star?,איזו עיר אמריקאית הפכה את שחקן הכדורסל מייקל ג'ורדן לכוכב?,أي مدينة أمريكية جعلت لاعب كرة السلة مايكل جوردان نجماً؟,哪座美国城市让篮球运动员迈克尔·乔丹成为明星？,Какой американский город сделал звезду из баскетболиста Майкла Джордана?
